server_id,server_name,hostname,ip,virt_type,sgid,status,locked,locked_reason,country,state,city,os_distro,virt_version,virt_patch,lic_expires,sys_load,num_vps,vps_limit,ram_total_gb,ram_sold_gb,ram_free_panel_gb,ram_overcommit_gb,ram_sold_pct,disk_total_gb,disk_sold_gb,disk_free_gb,disk_used_gb,disk_used_pct,vcores_sold,cpu_units_alloc,bw_alloc_mb,uptime,live_cpu_model,live_cpu_mfg,live_cpu_limit_mhz,live_cpu_used_mhz,live_cpu_pct,live_ram_total_gb,live_ram_used_gb,live_ram_free_gb,live_ram_pct,live_swap_total_gb,live_swap_used_gb,live_swap_free_gb,io_user_pct,io_system_pct,io_iowait_pct,io_idle_pct,io_steal_pct,live_bw_used_gb,live_bw_in_used_gb,live_bw_out_used_gb,live_bw_limit_gb,storage_mount,storage_type,storage_format,storage_total_gb,storage_used_gb,storage_free_gb,storage_used_pct,cpu_physical_cores,hw_cpu_model,hw_cpu_vendor,hw_cpu_logical,hw_cpu_cores_socket,hw_cpu_threads_core,hw_cpu_sockets,hw_cpu_mhz,hw_cpu_max_mhz,hw_virt_support,hw_l1d_cache,hw_l2_cache,hw_l3_cache,hw_numa_nodes,hw_physical_disks,perf_storage_total_gb,perf_storage_used_gb,perf_storage_free_gb,perf_storage_pct,ajax_cpu_pct,ajax_ram_used_gb,ajax_ram_free_gb,ajax_ram_pct,panel_timezone,panel_interface,panel_license,panel_num_vs,panel_overcommit,panel_vcores_cfg,panel_vpslimit,recorded_at_shamsi
22,HI-KVM03,hi-kvm03.mobinhost.net,45.129.38.180,kvm,2,1,1,Locked By Admin,,,,AlmaLinux release 9.6 (Sage Margay),3.2.8,5,31/12/2026 GMT,39.32,54,0,251.25,338.94,10.35,375.0,134.9,2341.0,3219.0,1163.0,1178.0,50.3,172,98,23260," 19:25:53 up 64 days,  5:40,  0 users,  load average: 20.92, 21.52, 21.87",Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,intel,1198.0,579.0,48.0,251.25,237.73,13.51,94.62,192.0,107.54,84.46,16.83,11.7,1.07,70.39,0.0,0.0,0.0,0.0,0.0,/hikvm03zfs,file,raw,2340.51,1177.43,1163.08,50.31,56,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,GenuineIntel,56,14,2,2,0.0,3300.0,VT-x,896 KiB (28 instances),7 MiB (28 instances),70 MiB (2 instances),2,/dev/sda 2.73 TiB SSD,2340.51,1177.43,1163.08,50.31,62.0,0.09,0.0,0.0,Asia/Tehran,,Professional,54,384000,0,65,1405/04/02 19:28
23,HI-KVM11,hi-kvm11.mobinhost.net,45.129.38.188,kvm,2,1,1,Locked By Admin,,,,AlmaLinux release 9.6 (Sage Margay),3.2.8,5,31/12/2026 GMT,35.13,51,0,251.34,311.0,12.17,375.0,123.7,2325.0,2697.0,1499.0,826.0,35.5,147,102,12094," 19:26:01 up 43 days,  1:56,  0 users,  load average: 18.56, 17.24, 17.84",Intel(R) Xeon(R) CPU E5-2696 v2 @ 2.50GHz,intel,2494.0,931.0,37.0,251.34,236.6,14.75,94.13,192.0,115.71,76.29,26.2,16.64,1.24,55.92,0.0,0.0,0.0,0.0,0.0,/hikvm11zfs,file,raw,2325.18,825.9,1499.28,35.52,48,Intel(R) Xeon(R) CPU E5-2696 v2 @ 2.50GHz,GenuineIntel,48,12,2,2,0.0,3500.0,VT-x,768 KiB (24 instances),6 MiB (24 instances),60 MiB (2 instances),2,/dev/sda 2.73 TiB SSD,2325.18,825.91,1499.27,35.52,43.0,0.09,0.0,0.0,Asia/Tehran,,Professional,51,384000,0,65,1405/04/02 19:28
24,HI-KVM12,hi-kvm12.mobinhost.net,45.129.38.189,kvm,2,1,1,Locked By Admin,,,,AlmaLinux release 9.6 (Sage Margay),3.2.8,5,31/12/2026 GMT,36.3,41,0,251.34,282.0,20.5,3759.77,112.2,2340.0,2083.0,1880.0,460.0,19.7,118,84,16764," 19:26:07 up 81 days, 16:23,  0 users,  load average: 14.97, 14.84, 14.93",Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,intel,2893.0,1390.0,48.0,251.34,225.74,25.61,89.81,192.0,70.39,121.61,16.34,10.53,0.96,72.17,0.0,12128.99,6186.81,5942.17,0.0,/HIKVM12ZFS,file,raw,2340.35,460.08,1880.27,19.66,40,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,GenuineIntel,40,10,2,2,0.0,3300.0,VT-x,640 KiB (20 instances),5 MiB (20 instances),50 MiB (2 instances),2,/dev/sda 2.73 TiB SSD,2340.35,460.08,1880.27,19.66,47.0,0.09,0.0,0.0,Asia/Tehran,eno1,Professional,41,3850000,0,65,1405/04/02 19:28
25,HI-KVM13,Hi-KVM13.mobinhost.com,45.129.38.190,kvm,2,1,1,Locked By Admin,,,,AlmaLinux release 9.6 (Sage Margay),3.2.8,5,31/12/2026 GMT,34.81,47,0,235.59,279.0,8.86,375.0,118.4,2340.0,2212.0,1732.0,608.0,26.0,128,94,24504," 19:26:13 up 19 days,  1:17,  1 user,  load average: 13.99, 14.69, 15.27",Intel(R) Xeon(R) CPU E5-2696 v2 @ 2.50GHz,intel,1982.0,762.0,38.0,235.59,224.58,11.01,95.33,192.0,39.59,152.41,21.65,16.38,1.02,60.95,0.0,21013.93,10612.99,10400.94,0.0,/hikvm13zfs,file,raw,2340.34,608.11,1732.24,25.98,48,Intel(R) Xeon(R) CPU E5-2696 v2 @ 2.50GHz,GenuineIntel,48,12,2,2,0.0,3500.0,VT-x,768 KiB (24 instances),6 MiB (24 instances),60 MiB (2 instances),2,/dev/sda 2.73 TiB SSD,2340.34,608.11,1732.24,25.98,44.0,0.09,0.0,0.0,Asia/Tehran,eno1,Professional,47,384000,0,70,1405/04/02 19:28
26,HI-KVM14,hosted-by.mobinhost.com,87.236.209.10,kvm,2,1,1,Locked By Admin,,,,AlmaLinux release 9.7 (Moss Jungle Cat),3.2.8,5,30/12/2026 GMT,17.07,42,0,188.25,240.0,7.3,375.0,127.5,2340.0,1921.0,1991.0,349.0,14.9,105,86,20188," 19:26:21 up 57 days, 15:15,  0 users,  load average: 10.45, 9.24, 9.18",Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,intel,1199.0,255.0,21.0,188.25,179.25,8.99,95.22,192.0,45.15,146.85,10.08,7.72,0.91,81.28,0.0,12176.2,6052.43,6123.77,0.0,/hikvm14zfs,file,raw,2340.47,348.99,1991.49,14.91,56,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,GenuineIntel,56,14,2,2,0.0,3300.0,VT-x,896 KiB (28 instances),7 MiB (28 instances),70 MiB (2 instances),2,/dev/sda 2.73 TiB SSD,2340.47,348.99,1991.49,14.91,26.0,0.09,0.0,0.0,Asia/Tehran,eno50,Professional,42,384000,0,65,1405/04/02 19:28
27,HI-KVM15,hosted-by.mobinhost.com,87.236.209.11,kvm,2,1,1,Locked By Admin,,,,AlmaLinux release 9.7 (Moss Jungle Cat),3.2.8,5,31/12/2026 GMT,39.25,44,0,188.34,226.0,5.9,375.0,120.0,2340.0,1875.0,1819.0,521.0,22.3,110,88,29228," 19:26:29 up 64 days,  5:16,  0 users,  load average: 15.81, 15.31, 15.25",Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,intel,2494.0,1219.0,49.0,188.34,180.83,7.51,96.01,192.0,64.33,127.66,27.05,17.79,1.08,54.07,0.0,24217.42,12199.63,12017.79,0.0,/hikvm15zfs,file,raw,2340.37,521.16,1819.21,22.27,40,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,GenuineIntel,40,10,2,2,0.0,3300.0,VT-x,640 KiB (20 instances),5 MiB (20 instances),50 MiB (2 instances),2,/dev/sda 2.73 TiB SSD,2340.37,521.16,1819.21,22.27,44.0,0.09,0.0,0.0,Asia/Tehran,eno1,Professional,44,384000,0,70,1405/04/02 19:28
28,HI-KVM16,hosted-by.mobinhost.com,87.236.209.12,kvm,2,1,1,Locked By Admin,,,,AlmaLinux release 9.7 (Moss Jungle Cat),3.2.8,5,31/12/2026 GMT,43.93,62,0,251.34,383.0,10.19,473.63,152.4,2340.0,3281.0,1708.0,632.0,27.0,184,124,54060," 19:26:35 up 64 days,  4:53,  0 users,  load average: 19.22, 22.78, 21.23",Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,intel,2893.0,999.0,35.0,251.34,241.2,10.14,95.97,192.0,109.98,82.02,20.39,11.67,0.08,67.86,0.0,42285.11,21260.66,21024.45,0.0,/hikvm16zfs,file,raw,2340.3,633.05,1707.25,27.05,40,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,GenuineIntel,40,10,2,2,0.0,3300.0,VT-x,640 KiB (20 instances),5 MiB (20 instances),50 MiB (2 instances),2,/dev/sda 2.73 TiB SSD,2340.3,633.05,1707.25,27.05,43.0,0.09,0.0,0.0,Asia/Tehran,eno1,Professional,62,485000,0,70,1405/04/02 19:28
29,RS-KVM07,rs-kvm07.mobinhost.net,46.209.20.178,kvm,1,1,0,,,,,AlmaLinux release 9.7 (Moss Jungle Cat),3.2.8,5,06/03/2030 GMT,130.06,60,0,204.1,362.0,16.54,402.34,177.4,1449.0,2808.0,901.0,548.0,37.8,193,120,69744," 19:26:41 up 134 days,  8:11,  0 users,  load average: 41.03, 46.16, 44.73",Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz,intel,2494.0,2290.0,92.0,204.1,176.34,27.75,86.4,192.0,40.03,151.97,33.7,20.43,0.54,45.34,0.0,0.0,0.0,0.0,0.0,/rskvm07zfs,file,raw,1449.04,548.36,900.68,37.84,32,Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz,GenuineIntel,32,8,2,2,0.0,3300.0,VT-x,512 KiB (16 instances),4 MiB (16 instances),40 MiB (2 instances),2,/dev/sda 1.82 TiB SSD,1449.04,548.36,900.68,37.84,90.0,0.08,0.0,0.0,Asia/Tehran,,Professional,60,412000,0,70,1405/04/02 19:28
30,HI-KVM17,hosted-by.mobinhost.com,87.236.209.13,kvm,2,1,0,,,,,AlmaLinux release 9.7 (Moss Jungle Cat),3.2.8,5,31/12/2026 GMT,24.08,65,0,188.34,369.0,1.45,375.0,195.9,2340.0,3004.0,1677.0,663.0,28.3,165,130,22416," 19:26:48 up 64 days,  5:14,  0 users,  load average: 11.44, 11.54, 11.53",Intel(R) Xeon(R) CPU E5-2696 v2 @ 2.50GHz,intel,3093.0,1100.0,36.0,188.34,185.65,2.69,98.57,192.0,100.61,91.39,10.04,5.2,0.04,84.72,0.0,4947.62,2588.31,2359.31,0.0,/HiKVM17zfs,file,raw,2340.47,663.0,1677.46,28.33,48,Intel(R) Xeon(R) CPU E5-2696 v2 @ 2.50GHz,GenuineIntel,48,12,2,2,0.0,3500.0,VT-x,768 KiB (24 instances),6 MiB (24 instances),60 MiB (2 instances),2,/dev/sda 2.73 TiB SSD,2340.47,663.0,1677.46,28.33,28.0,0.1,0.0,0.0,Asia/Tehran,eno2,Professional,65,384000,0,65,1405/04/02 19:28
31,HI-KVM18,hosted-by.mobinhost.com,87.236.209.14,kvm,2,1,1,Locked By Admin,,,,AlmaLinux release 9.7 (Moss Jungle Cat),3.2.8,5,31/12/2026 GMT,35.58,60,0,251.34,316.0,9.34,375.0,125.7,2340.0,2636.0,1767.0,573.0,24.5,151,120,18268," 19:26:53 up 57 days, 15:15,  0 users,  load average: 18.04, 16.30, 16.35",Intel(R) Xeon(R) CPU E5-2696 v2 @ 2.50GHz,intel,2101.0,895.0,43.0,251.34,238.98,12.37,95.08,192.0,71.65,120.35,23.65,14.96,0.6,60.79,0.0,3205.73,1697.87,1507.86,0.0,/HiKVM18zfs,file,raw,2340.42,573.01,1767.41,24.48,48,Intel(R) Xeon(R) CPU E5-2696 v2 @ 2.50GHz,GenuineIntel,48,12,2,2,0.0,3500.0,VT-x,768 KiB (24 instances),6 MiB (24 instances),60 MiB (2 instances),2,/dev/sda 2.73 TiB SSD,2340.42,573.01,1767.41,24.48,45.0,0.09,0.0,0.0,Asia/Tehran,eno2,Professional,60,384000,0,70,1405/04/02 19:28
32,HI-KVM19,hosted-by.mobinhost.com,87.107.144.178,kvm,2,1,1,Locked By Admin,,,,AlmaLinux release 9.7 (Moss Jungle Cat),3.2.8,5,31/12/2026 GMT,49.95,65,0,251.34,333.0,11.25,384.77,132.5,636.0,2843.0,42.0,594.0,93.4,159,132,33100," 19:27:01 up 83 days, 21:12,  0 users,  load average: 19.19, 18.49, 18.48",Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,intel,1991.0,1309.0,66.0,251.34,238.87,12.47,95.04,100.0,66.92,33.08,24.98,16.42,0.68,57.91,0.0,0.0,0.0,0.0,0.0,/HiKVM19zfs,file,raw,635.53,593.15,42.38,93.33,40,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,GenuineIntel,40,10,2,2,0.0,3300.0,VT-x,640 KiB (20 instances),5 MiB (20 instances),50 MiB (2 instances),2,/dev/sda 931.48 GiB SSD,635.53,593.15,42.38,93.33,45.0,0.09,0.0,0.0,Asia/Tehran,,Professional,65,394000,0,80,1405/04/02 19:28
33,HI-KVM20,hosted-by.mobinhost.com,87.107.144.179,kvm,2,1,1,Locked By Admin,,,,AlmaLinux release 9.7 (Moss Jungle Cat),3.2.8,5,05/02/2030 GMT,64.08,66,0,306.47,377.0,107.73,472.66,123.0,1449.0,3056.0,875.0,574.0,39.6,179,134,26636," 19:27:09 up 65 days,  3:08,  1 user,  load average: 22.95, 21.72, 22.54",Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,intel,2408.0,1558.0,65.0,306.47,190.03,116.44,62.01,192.0,25.5,166.49,32.03,17.96,0.91,49.11,0.0,0.0,0.0,0.0,0.0,/hikvm20zfs,file,raw,1449.06,574.24,874.82,39.63,40,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,GenuineIntel,40,10,2,2,0.0,3300.0,VT-x,640 KiB (20 instances),5 MiB (20 instances),50 MiB (2 instances),2,/dev/sda 1.82 TiB SSD,1449.06,574.24,874.82,39.63,55.0,0.06,0.0,0.0,Asia/Tehran,,Professional,66,484000,0,80,1405/04/02 19:28
34,HI-KVM22,hosted-by.mobinhost.com,87.107.144.180,kvm,2,1,1,Locked By Admin,,,,AlmaLinux release 9.7 (Moss Jungle Cat),3.2.8,5,31/12/2026 GMT,41.73,77,0,188.34,361.0,5.95,375.0,191.7,1418.0,3198.0,1070.0,348.0,24.5,179,156,24964," 11:57:17 up 25 days, 23:30,  1 user,  load average: 21.82, 18.49, 17.56",Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,intel,1701.0,796.0,47.0,188.34,181.31,7.04,96.26,192.0,71.92,120.08,19.34,14.25,0.02,66.39,0.0,0.0,0.0,0.0,0.0,/HiKVM22zfs,file,raw,1418.36,348.76,1069.59,24.59,40,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,GenuineIntel,40,10,2,2,0.0,3300.0,VT-x,640 KiB (20 instances),5 MiB (20 instances),50 MiB (2 instances),2,/dev/sda 1.82 TiB SSD | /dev/nbd0 40 GiB SSD,1418.36,348.76,1069.59,24.59,62.0,0.09,0.0,0.0,Asia/Tehran,,Professional,77,384000,0,80,1405/04/02 19:28
35,HI-KVM21,hosted-by.mobinhost.com,87.107.144.181,kvm,2,1,1,Locked By Admin,,,,AlmaLinux release 9.8 (Olive Jaguar),3.2.8,5,31/12/2026 GMT,57.65,75,0,188.34,340.0,8.45,375.0,180.5,1449.0,2929.0,1108.0,341.0,23.5,169,150,21940," 19:27:26 up 24 days, 22 min,  0 users,  load average: 26.59, 24.45, 23.13",Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,intel,1197.0,588.0,49.0,188.34,178.45,9.9,94.75,192.0,59.71,132.29,23.28,20.83,0.03,55.85,0.0,0.0,0.0,0.0,0.0,/HiKVM21zfs,file,raw,1449.37,341.45,1107.93,23.56,40,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,GenuineIntel,40,10,2,2,0.0,3300.0,VT-x,640 KiB (20 instances),5 MiB (20 instances),50 MiB (2 instances),2,/dev/sda 1.82 TiB SSD,1449.37,341.45,1107.92,23.56,56.0,0.09,0.0,0.0,Asia/Tehran,,Professional,75,384000,0,80,1405/04/02 19:28
36,HI-KVM23,hosted-by.mobinhost.com,87.236.209.120,kvm,2,1,1,Locked By Admin,,,,AlmaLinux release 9.8 (Olive Jaguar),3.2.8,5,31/12/2026 GMT,47.4,67,0,160.78,357.0,1.87,0.0,222.0,1411.0,3043.0,926.0,485.0,34.4,165,134,19692," 19:27:34 up 19 days,  5:27,  0 users,  load average: 18.21, 18.91, 18.76",Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,intel,1908.0,1058.0,55.0,160.78,157.6,3.18,98.02,192.0,95.56,96.44,22.21,12.53,0.58,64.69,0.0,0.0,0.0,0.0,0.0,/HiKVM23zfs,file,raw,1410.54,485.29,925.25,34.4,40,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,GenuineIntel,40,10,2,2,0.0,3300.0,VT-x,640 KiB (20 instances),5 MiB (20 instances),50 MiB (2 instances),2,/dev/sda 1.82 TiB SSD,1410.54,485.29,925.25,34.4,57.0,0.1,0.0,0.0,Asia/Tehran,,Professional,67,0,0,70,1405/04/02 19:28
37,HI-KVM24,hosted-by.mobinhost.com,87.236.209.121,kvm,2,1,0,,,,,AlmaLinux release 9.8 (Olive Jaguar),3.2.8,5,31/12/2026 GMT,26.7,65,0,184.41,319.0,8.56,0.0,173.0,1418.0,2687.0,1014.0,404.0,28.5,151,130,33604," 19:27:40 up 18 days,  4:41,  1 user,  load average: 12.28, 10.77, 10.29",Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,intel,2893.0,775.0,27.0,184.41,176.01,8.39,95.45,192.0,89.18,102.81,9.27,6.85,0.57,83.3,0.0,0.0,0.0,0.0,0.0,/HiKVM24zfs,file,raw,1418.35,404.49,1013.87,28.52,40,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,GenuineIntel,40,10,2,2,0.0,3300.0,VT-x,640 KiB (20 instances),5 MiB (20 instances),50 MiB (2 instances),2,/dev/sda 1.82 TiB SSD,1418.35,404.49,1013.87,28.52,16.0,0.09,0.0,0.0,Asia/Tehran,,Professional,65,0,0,65,1405/04/02 19:28
38,HI-KVM25,hosted-by.mobinhost.com,87.236.209.122,kvm,2,1,0,,,,,AlmaLinux release 9.8 (Olive Jaguar),3.2.8,5,31/12/2026 GMT,33.48,55,0,141.09,263.0,2.33,263.67,186.4,1457.0,2233.0,1155.0,302.0,20.7,122,110,22116," 19:27:45 up 18 days, 18:21,  0 users,  load average: 12.92, 13.23, 13.26",Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz,intel,1267.0,461.0,36.0,141.09,137.04,4.05,97.13,144.0,44.55,99.45,14.27,11.15,0.37,74.21,0.0,0.0,0.0,0.0,0.0,/HiKVM25zfs,file,raw,1457.17,302.42,1154.76,20.75,40,Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz,GenuineIntel,40,10,2,2,0.0,3600.0,VT-x,640 KiB (20 instances),5 MiB (20 instances),50 MiB (2 instances),2,/dev/sda 1.82 TiB SSD,1457.17,302.42,1154.76,20.75,44.0,0.09,0.0,0.0,Asia/Tehran,,Professional,55,270000,0,65,1405/04/02 19:28
39,AF-KVM06,localhost.localdomain,87.107.3.24,kvm,3,1,1,Locked By Admin,,,,AlmaLinux release 9.8 (Olive Jaguar),3.2.8,5,31/12/2026 GMT,32.55,47,0,219.84,432.0,6.47,488.28,196.5,1434.0,2712.0,1056.0,378.0,26.4,166,94,25644," 19:27:51 up 1 day, 15:32,  0 users,  load average: 12.51, 13.08, 12.78",Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,intel,2494.0,939.0,38.0,219.84,211.53,8.32,96.22,186.26,0.07,186.19,18.12,12.16,0.5,69.22,0.0,0.0,0.0,0.0,0.0,/AFKVM06zfs,file,raw,1433.88,378.3,1055.58,26.38,40,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,GenuineIntel,40,10,2,2,0.0,3300.0,VT-x,640 KiB (20 instances),5 MiB (20 instances),50 MiB (2 instances),2,/dev/sda 1.82 TiB SSD,1433.88,378.3,1055.58,26.38,43.0,0.09,0.0,0.0,Asia/Tehran,,Professional,47,500000,0,65,1405/04/02 19:28
40,AFKVM07,localhost.localdomain,87.107.3.25,kvm,3,1,0,,,,,AlmaLinux release 9.8 (Olive Jaguar),3.2.8,5,31/12/2026 GMT,49.35,35,0,345.84,321.0,85.98,0.0,92.8,1263.0,2032.0,977.0,286.0,22.6,124,70,13672," 19:27:58 up 1 day, 15:30,  0 users,  load average: 21.28, 22.91, 23.08",Intel(R) Xeon(R) CPU E5-2696 v2 @ 2.50GHz,intel,2494.0,1512.0,61.0,345.84,258.35,87.5,74.7,350.0,0.0,350.0,29.68,10.12,0.02,60.18,0.0,0.0,0.0,0.0,0.0,/AFKVM07zfs,file,raw,1263.45,286.05,977.39,22.64,48,Intel(R) Xeon(R) CPU E5-2696 v2 @ 2.50GHz,GenuineIntel,48,12,2,2,0.0,3500.0,VT-x,768 KiB (24 instances),6 MiB (24 instances),60 MiB (2 instances),2,/dev/sda 1.82 TiB SSD,1263.45,286.05,977.39,22.64,63.0,0.07,0.0,0.0,Asia/Tehran,,Professional,35,0,0,,1405/04/02 19:28
41,HI-KVM26,hosted-by.mobinhost.com,87.236.209.123,kvm,2,1,1,Locked By Admin,,,,AlmaLinux release 9.8 (Olive Jaguar),3.2.8,5,31/12/2026 GMT,384.3,82,0,172.59,496.95,2.26,0.0,287.9,1473.0,4065.0,852.0,621.0,42.2,227,164,24864," 19:28:05 up 2 days,  4:03,  0 users,  load average: 51.74, 44.80, 60.19",Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,intel,2494.0,1877.0,75.0,172.59,167.79,4.81,97.21,128.0,127.78,0.22,40.31,27.11,1.33,31.24,0.0,0.0,0.0,0.0,0.0,/HiKVM26zfs,file,raw,1472.61,622.68,849.93,42.28,40,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,GenuineIntel,40,10,2,2,0.0,3300.0,VT-x,640 KiB (20 instances),5 MiB (20 instances),50 MiB (2 instances),2,/dev/sda 1.82 TiB SSD,1472.61,622.68,849.93,42.28,77.0,0.09,0.0,0.0,Asia/Tehran,,Professional,82,0,0,,1405/04/02 19:28
42,AF-KVM08,localhost.localdomain,87.107.3.26,kvm,3,1,0,,,,,AlmaLinux release 9.8 (Olive Jaguar),3.2.8,5,31/12/2026 GMT,4.77,15,0,251.25,69.0,184.2,0.0,27.5,1357.0,621.0,1319.0,38.0,2.8,30,30,3400," 19:28:15 up 1 day, 21 min,  0 users,  load average: 1.45, 1.86, 2.37",Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,intel,1199.0,40.0,3.0,251.25,67.42,183.83,26.83,248.0,0.0,248.0,1.37,0.95,0.16,97.53,0.0,0.0,0.0,0.0,0.0,/AFKVM08zfs,file,raw,1356.5,37.78,1318.72,2.79,56,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,GenuineIntel,56,14,2,2,0.0,3300.0,VT-x,896 KiB (28 instances),7 MiB (28 instances),70 MiB (2 instances),2,/dev/sda 1.82 TiB SSD,1356.5,37.78,1318.71,2.79,3.0,0.03,0.0,0.0,Asia/Tehran,,Professional,15,0,0,70,1405/04/02 19:28
